case,n,m,r,threads,version,best,average,worst
12,100,100,10,8,17,93,101,112
12,100,100,10,9,0,233,390,570
12,100,100,10,9,1,92,124,223
12,100,100,10,9,2,107,158,207
12,100,100,10,9,3,34760,48171,61887
12,100,100,10,9,4,34615,45331,58659
12,100,100,10,9,5,86,101,138
12,100,100,10,9,6,28941,45953,65224
12,100,100,10,9,7,97,108,130
12,100,100,10,9,8,34540,44666,57512
12,100,100,10,9,9,26936,40573,54428
12,100,100,10,9,10,34512,43361,55424
12,100,100,10,9,11,26401,41846,49323
12,100,100,10,9,12,30026,41430,47229
12,100,100,10,9,13,678,820,1427
12,100,100,10,9,14,80,110,196
12,100,100,10,9,15,128,195,591
12,100,100,10,9,16,85,128,357
12,100,100,10,9,17,88,111,261
12,100,100,10,10,0,354,370,401
12,100,100,10,10,1,77,85,94
12,100,100,10,10,2,100,105,116
12,100,100,10,10,3,35314,39114,41830
12,100,100,10,10,4,24985,34762,40273
12,100,100,10,10,5,77,81,88
12,100,100,10,10,6,28880,37631,41949
12,100,100,10,10,7,84,95,106
12,100,100,10,10,8,34311,38839,41967
12,100,100,10,10,9,30197,38189,46022
12,100,100,10,10,10,32092,37384,41637
12,100,100,10,10,11,30635,38791,42639
12,100,100,10,10,12,35959,39501,43798
12,100,100,10,10,13,677,682,703
12,100,100,10,10,14,74,78,95
12,100,100,10,10,15,85,93,110
12,100,100,10,10,16,77,79,86
12,100,100,10,10,17,76,79,85
12,100,100,10,11,0,363,380,450
12,100,100,10,11,1,78,125,151
12,100,100,10,11,2,110,134,169
12,100,100,10,11,3,37211,73891,109255
12,100,100,10,11,4,37321,69309,102637
12,100,100,10,11,5,72,114,142
12,100,100,10,11,6,39059,69616,102403
12,100,100,10,11,7,79,125,163
12,100,100,10,11,8,37096,70397,97224
12,100,100,10,11,9,32594,74427,99727
12,100,100,10,11,10,39481,75896,100427
12,100,100,10,11,11,37670,72993,106237
12,100,100,10,11,12,34975,69612,103747
12,100,100,10,11,13,704,1076,1338
12,100,100,10,11,14,75,129,152
12,100,100,10,11,15,92,124,176
12,100,100,10,11,16,78,136,174
12,100,100,10,11,17,72,124,147
12,100,100,10,12,0,369,385,410
12,100,100,10,12,1,117,128,147
12,100,100,10,12,2,105,133,163
12,100,100,10,12,3,67397,80219,121473
12,100,100,10,12,4,68501,81673,111621
12,100,100,10,12,5,115,126,139
12,100,100,10,12,6,68708,84213,141352
12,100,100,10,12,7,123,134,159
12,100,100,10,12,8,65346,75435,131046
12,100,100,10,12,9,65474,75139,118971
12,100,100,10,12,10,65266,72964,107506
12,100,100,10,12,11,67826,78109,113924
12,100,100,10,12,12,64433,82200,140110
12,100,100,10,12,13,981,1214,1379
12,100,100,10,12,14,113,125,139
12,100,100,10,12,15,87,125,186
12,100,100,10,12,16,270,291,336
12,100,100,10,12,17,119,142,265
13,100,100,100,1,0,2225,3016,4723
13,100,100,100,1,1,3705,4533,6061
13,100,100,100,1,2,3569,4499,6705
13,100,100,100,1,3,29402,35044,42639
13,100,100,100,1,4,33334,40097,57590
13,100,100,100,1,5,3679,5191,6719
13,100,100,100,1,6,32006,36267,50062
13,100,100,100,1,7,3659,4795,7061
13,100,100,100,1,8,34991,40233,53891
13,100,100,100,1,9,36414,39525,45247
13,100,100,100,1,10,34976,37593,46217
13,100,100,100,1,11,32957,38446,49135
13,100,100,100,1,12,34777,37003,40337
13,100,100,100,1,13,3122,4027,5612
13,100,100,100,1,14,3466,4106,5394
13,100,100,100,1,15,3408,4064,5231
13,100,100,100,1,16,3721,4435,5854
13,100,100,100,1,17,3443,3903,4730
13,100,100,100,2,0,2085,2485,3311
13,100,100,100,2,1,1742,2169,3210
13,100,100,100,2,2,1740,1856,1998
13,100,100,100,2,3,58516,90305,121730
13,100,100,100,2,4,58281,83277,122101
13,100,100,100,2,5,1551,2820,3925
13,100,100,100,2,6,55695,81093,109311
13,100,100,100,2,7,1604,2910,3938
13,100,100,100,2,8,62870,86500,99131
13,100,100,100,2,9,74063,87538,102803
13,100,100,100,2,10,71145,89384,105742
13,100,100,100,2,11,64607,90779,110320
13,100,100,100,2,12,56394,87137,111058
13,100,100,100,2,13,3345,5091,6573
13,100,100,100,2,14,1731,2908,3858
13,100,100,100,2,15,1765,2767,3930
13,100,100,100,2,16,1769,2451,3491
13,100,100,100,2,17,1850,2558,3753
13,100,100,100,3,0,2362,3192,4120
13,100,100,100,3,1,1263,2193,2892
13,100,100,100,3,2,1299,2166,2779
13,100,100,100,3,3,137528,172160,199652
13,100,100,100,3,4,133797,171388,225035
13,100,100,100,3,5,1224,2099,2876
13,100,100,100,3,6,136311,171077,208296
13,100,100,100,3,7,1365,2226,2949
13,100,100,100,3,8,131691,174344,215783
13,100,100,100,3,9,146819,173601,191171
13,100,100,100,3,10,135264,172542,198453
13,100,100,100,3,11,136245,170636,197803
13,100,100,100,3,12,140528,174324,200562
13,100,100,100,3,13,3184,5795,7492
13,100,100,100,3,14,1428,2205,2583
13,100,100,100,3,15,1893,2350,2626
13,100,100,100,3,16,1536,2150,2652
13,100,100,100,3,17,1439,2213,2744
13,100,100,100,4,0,2069,3120,5642
13,100,100,100,4,1,971,1495,2003
13,100,100,100,4,2,943,1369,1944
13,100,100,100,4,3,156070,171169,195555
13,100,100,100,4,4,142147,158830,186658
13,100,100,100,4,5,797,1533,1848
13,100,100,100,4,6,148670,166275,211071
13,100,100,100,4,7,921,1575,1777
13,100,100,100,4,8,150379,169020,192638
13,100,100,100,4,9,150560,169669,195462
13,100,100,100,4,10,149701,170958,203428
13,100,100,100,4,11,151095,170706,205998
13,100,100,100,4,12,147846,171854,206761
13,100,100,100,4,13,3622,5516,6422
13,100,100,100,4,14,949,1726,2277
13,100,100,100,4,15,956,1722,2147
13,100,100,100,4,16,925,1574,1994
13,100,100,100,4,17,971,1604,2093
13,100,100,100,5,0,2345,3578,5127
13,100,100,100,5,1,1405,1576,1787
13,100,100,100,5,2,1287,1498,1626
13,100,100,100,5,3,172972,204305,253753
13,100,100,100,5,4,148338,178144,220882
13,100,100,100,5,5,1289,1387,1517
13,100,100,100,5,6,151763,178736,218422
13,100,100,100,5,7,1356,1491,1634
13,100,100,100,5,8,158331,188180,222207
13,100,100,100,5,9,157781,181099,224039
13,100,100,100,5,10,160961,178693,208951
13,100,100,100,5,11,153913,182332,208783
13,100,100,100,5,12,156973,182467,223227
13,100,100,100,5,13,4723,6315,7043
13,100,100,100,5,14,1378,1533,1719
13,100,100,100,5,15,1413,1599,1881
13,100,100,100,5,16,1311,1555,1965
13,100,100,100,5,17,1414,1602,1780
13,100,100,100,6,0,2300,3573,5705
13,100,100,100,6,1,1242,1343,1431
13,100,100,100,6,2,1222,1378,1740
13,100,100,100,6,3,173397,196318,231464
13,100,100,100,6,4,165568,198159,312882
13,100,100,100,6,5,974,1201,1479
13,100,100,100,6,6,167614,197301,244223
13,100,100,100,6,7,1116,1238,1420
13,100,100,100,6,8,173016,196226,243408
13,100,100,100,6,9,176817,200873,241556
13,100,100,100,6,10,173342,197368,223434
13,100,100,100,6,11,173263,200363,243965
13,100,100,100,6,12,174323,191080,220030
13,100,100,100,6,13,5525,6516,7088
13,100,100,100,6,14,1234,1337,1434
13,100,100,100,6,15,1198,1378,1467
13,100,100,100,6,16,1209,1311,1347
13,100,100,100,6,17,1317,1413,1513
13,100,100,100,7,0,3043,3939,4878
13,100,100,100,7,1,1114,1259,1495
13,100,100,100,7,2,1064,1237,1679
13,100,100,100,7,3,191387,294211,992952
13,100,100,100,7,4,171775,262668,803967
13,100,100,100,7,5,950,1061,1187
13,100,100,100,7,6,180151,221778,314428
13,100,100,100,7,7,999,1133,1356
13,100,100,100,7,8,182115,223619,287534
13,100,100,100,7,9,187950,218006,262063
13,100,100,100,7,10,180687,214477,263486
13,100,100,100,7,11,181805,223519,408146
13,100,100,100,7,12,177222,237918,571843
13,100,100,100,7,13,6468,7070,9275
13,100,100,100,7,14,1014,1210,1370
13,100,100,100,7,15,1063,1281,2039
13,100,100,100,7,16,1034,1218,1651
13,100,100,100,7,17,1091,1223,1377
13,100,100,100,8,0,3344,4107,4892
13,100,100,100,8,1,1031,1136,1285
13,100,100,100,8,2,1008,1095,1204
13,100,100,100,8,3,263997,307087,347523
13,100,100,100,8,4,231023,300850,392920
13,100,100,100,8,5,856,1034,1383
13,100,100,100,8,6,269940,336686,395194
13,100,100,100,8,7,894,1085,1267
13,100,100,100,8,8,224414,300037,378119
13,100,100,100,8,9,234514,308839,380592
13,100,100,100,8,10,241446,291555,366053
13,100,100,100,8,11,247966,329987,461072
13,100,100,100,8,12,218836,294762,378777
13,100,100,100,8,13,6838,7132,7648
13,100,100,100,8,14,1015,1061,1130
13,100,100,100,8,15,1025,1080,1124
13,100,100,100,8,16,1030,1068,1160
13,100,100,100,8,17,1001,1085,1198
13,100,100,100,9,0,2535,4164,4954
13,100,100,100,9,1,932,1041,1289
13,100,100,100,9,2,949,1069,1624
13,100,100,100,9,3,346442,447446,816743
13,100,100,100,9,4,344513,447825,717543
13,100,100,100,9,5,809,888,1002
13,100,100,100,9,6,334856,433627,546887
13,100,100,100,9,7,829,926,1081
13,100,100,100,9,8,350101,447914,726387
13,100,100,100,9,9,330711,584415,2153768
13,100,100,100,9,10,305477,466318,1236419
13,100,100,100,9,11,328938,400531,560999
13,100,100,100,9,12,332755,417219,581823
13,100,100,100,9,13,7108,7543,8739
13,100,100,100,9,14,964,1083,1432
13,100,100,100,9,15,943,1086,1789
13,100,100,100,9,16,914,997,1070
13,100,100,100,9,17,925,1114,1405
13,100,100,100,10,0,3114,4499,6027
13,100,100,100,10,1,797,959,1284
13,100,100,100,10,2,859,1024,1347
13,100,100,100,10,3,372896,458061,600567
13,100,100,100,10,4,361609,467617,674667
13,100,100,100,10,5,737,801,854
13,100,100,100,10,6,354767,465601,571867
13,100,100,100,10,7,740,796,896
13,100,100,100,10,8,335608,472912,760150
13,100,100,100,10,9,384333,485500,636516
13,100,100,100,10,10,349786,501491,897002
13,100,100,100,10,11,369904,465323,694317
13,100,100,100,10,12,357112,478691,967431
13,100,100,100,10,13,7135,8667,14221
13,100,100,100,10,14,859,1141,1940
13,100,100,100,10,15,836,1126,1824
13,100,100,100,10,16,823,1050,2012
13,100,100,100,10,17,861,1024,1552
13,100,100,100,11,0,4080,4475,6184
13,100,100,100,11,1,772,1106,1606
13,100,100,100,11,2,821,1149,1380
13,100,100,100,11,3,368633,613360,1299539
13,100,100,100,11,4,371957,587264,1141419
13,100,100,100,11,5,655,887,1512
13,100,100,100,11,6,377389,750771,2066602
13,100,100,100,11,7,713,1054,1470
13,100,100,100,11,8,371576,708778,1294170
13,100,100,100,11,9,383776,691879,1304689
13,100,100,100,11,10,376269,626072,1389809
13,100,100,100,11,11,379869,595972,974586
13,100,100,100,11,12,367183,630483,1105071
13,100,100,100,11,13,7512,10773,14070
13,100,100,100,11,14,796,1213,1482
13,100,100,100,11,15,802,1127,1591
13,100,100,100,11,16,788,1081,1466
13,100,100,100,11,17,797,1127,1539
13,100,100,100,12,0,3859,4207,4559
13,100,100,100,12,1,1196,1291,1456
13,100,100,100,12,2,1063,1255,1577
13,100,100,100,12,3,683221,894523,1588676
13,100,100,100,12,4,693558,915811,1344072
13,100,100,100,12,5,1062,1204,1421
13,100,100,100,12,6,701753,969495,1456510
13,100,100,100,12,7,1045,1231,1589
13,100,100,100,12,8,673470,1217401,4115062
13,100,100,100,12,9,682722,960234,1377189
13,100,100,100,12,10,666071,1033616,1655229
13,100,100,100,12,11,674832,1007368,1703541
13,100,100,100,12,12,671747,1345519,5554316
13,100,100,100,12,13,11016,13052,14549
13,100,100,100,12,14,1180,1312,1525
13,100,100,100,12,15,1128,1274,1473
13,100,100,100,12,16,2823,3413,4159
13,100,100,100,12,17,1114,1329,1856
14,100,100,1000,1,0,24146,30342,51972
14,100,100,1000,1,1,37612,46978,72703
14,100,100,1000,1,2,35501,44620,78843
14,100,100,1000,1,3,269628,299835,360266
14,100,100,1000,1,4,318272,345790,383737
14,100,100,1000,1,5,38036,45150,55513
14,100,100,1000,1,6,294283,322979,343884
14,100,100,1000,1,7,40438,45767,57296
14,100,100,1000,1,8,303614,329871,375646
14,100,100,1000,1,9,295911,322727,358098
14,100,100,1000,1,10,310297,332523,364544
14,100,100,1000,1,11,292353,316656,355125
14,100,100,1000,1,12,306308,333161,385856
14,100,100,1000,1,13,30056,34819,43043
14,100,100,1000,1,14,34239,38773,46788
14,100,100,1000,1,15,33547,39580,52636
14,100,100,1000,1,16,35594,41558,52364
14,100,100,1000,1,17,31836,38041,46464
14,100,100,1000,2,0,24566,32235,51931
14,100,100,1000,2,1,19476,28292,37899
14,100,100,1000,2,2,18050,24439,34786
14,100,100,1000,2,3,706119,925915,1221409
14,100,100,1000,2,4,724848,876238,1009512
14,100,100,1000,2,5,19747,27119,34209
14,100,100,1000,2,6,661749,801140,1042537
14,100,100,1000,2,7,20083,25042,31808
14,100,100,1000,2,8,724718,879372,975447
14,100,100,1000,2,9,806657,902167,1022549
14,100,100,1000,2,10,808245,904765,995387
14,100,100,1000,2,11,771676,916781,1076984
14,100,100,1000,2,12,756369,920560,1265291
14,100,100,1000,2,13,37848,46885,53960
14,100,100,1000,2,14,21700,27374,31131
14,100,100,1000,2,15,20477,25194,39314
14,100,100,1000,2,16,18572,24943,34932
14,100,100,1000,2,17,21045,25616,38583
14,100,100,1000,3,0,27843,30811,37337
14,100,100,1000,3,1,14200,18749,25353
14,100,100,1000,3,2,13343,18343,23539
14,100,100,1000,3,3,1359487,1525645,1737889
14,100,100,1000,3,4,1341702,1525343,1754328
14,100,100,1000,3,5,14649,22485,30154
14,100,100,1000,3,6,1349806,1582917,2250671
14,100,100,1000,3,7,14389,21760,31974
14,100,100,1000,3,8,1381204,1578537,1821670
14,100,100,1000,3,9,1412278,1728386,3095313
14,100,100,1000,3,10,1371855,1654304,2057470
14,100,100,1000,3,11,1409833,1874099,3148301
14,100,100,1000,3,12,1367875,1762724,3426009
14,100,100,1000,3,13,41452,54413,67435
14,100,100,1000,3,14,15178,22757,27141
14,100,100,1000,3,15,14901,22008,32444
14,100,100,1000,3,16,15538,21484,27492
14,100,100,1000,3,17,14091,17282,23403
14,100,100,1000,4,0,28768,37706,45344
14,100,100,1000,4,1,12307,19522,23101
14,100,100,1000,4,2,12454,18555,25077
14,100,100,1000,4,3,1582175,1803189,2064749
14,100,100,1000,4,4,1565316,1878309,3265707
14,100,100,1000,4,5,17267,19623,22341
14,100,100,1000,4,6,1527809,1938601,3058993
14,100,100,1000,4,7,15590,19024,24128
14,100,100,1000,4,8,1618924,1949176,2344623
14,100,100,1000,4,9,1599281,1914104,2630270
14,100,100,1000,4,10,1561369,1973195,2969820
14,100,100,1000,4,11,1585029,1778759,2091288
14,100,100,1000,4,12,1577645,1774585,1958588
14,100,100,1000,4,13,55968,64502,83467
14,100,100,1000,4,14,13081,18487,22969
14,100,100,1000,4,15,13424,19281,25126
14,100,100,1000,4,16,12575,17964,22488
14,100,100,1000,4,17,12399,18655,25260
14,100,100,1000,5,0,29454,42700,59218
14,100,100,1000,5,1,12270,16783,20973
14,100,100,1000,5,2,14269,16811,21224
14,100,100,1000,5,3,1692221,1939457,2229528
14,100,100,1000,5,4,1652244,1940288,2652008
14,100,100,1000,5,5,13082,17462,21484
14,100,100,1000,5,6,1593851,2023718,2933756
14,100,100,1000,5,7,15071,18950,23450
14,100,100,1000,5,8,1645621,1858231,2253517
14,100,100,1000,5,9,1640403,1826033,2059038
14,100,100,1000,5,10,1630380,1837780,2040305
14,100,100,1000,5,11,1653931,1818314,2085956
14,100,100,1000,5,12,1659318,1873056,2052548
14,100,100,1000,5,13,61059,68888,77348
14,100,100,1000,5,14,16428,17367,19410
14,100,100,1000,5,15,13765,16502,17919
14,100,100,1000,5,16,13293,17301,21741
14,100,100,1000,5,17,13080,17603,23252
14,100,100,1000,6,0,28252,40133,48007
14,100,100,1000,6,1,12381,15654,18903
14,100,100,1000,6,2,13331,14715,17277
14,100,100,1000,6,3,1833281,2108473,2545117
14,100,100,1000,6,4,1724278,1981632,2375490
14,100,100,1000,6,5,13400,14575,16026
14,100,100,1000,6,6,1757034,2038066,2642389
14,100,100,1000,6,7,13839,16151,20241
14,100,100,1000,6,8,1778804,2159501,3525143
14,100,100,1000,6,9,1799322,2010442,2316523
14,100,100,1000,6,10,1779530,1986683,2168080
14,100,100,1000,6,11,1788212,2013633,2284275
14,100,100,1000,6,12,1772646,2079150,2409586
14,100,100,1000,6,13,72485,78368,92872
14,100,100,1000,6,14,12401,16737,21369
14,100,100,1000,6,15,14112,16012,18452
14,100,100,1000,6,16,13404,15853,24724
14,100,100,1000,6,17,13696,15610,17639
14,100,100,1000,7,0,32567,45776,58546
14,100,100,1000,7,1,12569,14617,18456
14,100,100,1000,7,2,12222,13853,17633
14,100,100,1000,7,3,1934872,2415387,4198529
14,100,100,1000,7,4,1852116,2174239,2425227
14,100,100,1000,7,5,12265,13906,16446
14,100,100,1000,7,6,1845315,2354188,4689280
14,100,100,1000,7,7,12700,14291,17057
14,100,100,1000,7,8,1880066,2099203,2424843
14,100,100,1000,7,9,1900102,2104636,2432919
14,100,100,1000,7,10,1883730,2545006,5701655
14,100,100,1000,7,11,1905501,2200414,2498293
14,100,100,1000,7,12,1857650,2299942,4401200
14,100,100,1000,7,13,76110,82311,88965
14,100,100,1000,7,14,12898,14751,17308
14,100,100,1000,7,15,12639,15856,19192
14,100,100,1000,7,16,12339,13876,16227
14,100,100,1000,7,17,12630,14720,21751
14,100,100,1000,8,0,35665,50085,59268
14,100,100,1000,8,1,12357,13051,14022
14,100,100,1000,8,2,10626,12568,15412
14,100,100,1000,8,3,2694054,3376914,4613744
14,100,100,1000,8,4,2309544,2954261,3825372
14,100,100,1000,8,5,10520,12545,15242
14,100,100,1000,8,6,2312040,3186491,5499937
14,100,100,1000,8,7,11016,12951,15130
14,100,100,1000,8,8,2388361,3250934,5814024
14,100,100,1000,8,9,2603826,3254151,4240978
14,100,100,1000,8,10,2486821,3097349,4837838
14,100,100,1000,8,11,2503478,2998664,4128596
14,100,100,1000,8,12,2291898,2917241,3370792
14,100,100,1000,8,13,87410,97472,141800
14,100,100,1000,8,14,11529,14082,16322
14,100,100,1000,8,15,11498,13715,16492
14,100,100,1000,8,16,11407,13547,18477
14,100,100,1000,8,17,11515,13698,18835
14,100,100,1000,9,0,46644,52610,57726
14,100,100,1000,9,1,10308,11629,13264
14,100,100,1000,9,2,9480,11131,13157
14,100,100,1000,9,3,2655633,3839287,5027245
14,100,100,1000,9,4,2596438,4037142,7618107
14,100,100,1000,9,5,9408,11243,13347
14,100,100,1000,9,6,2643613,4226311,6797930
14,100,100,1000,9,7,10653,11427,12449
14,100,100,1000,9,8,2898550,4113879,6340980
14,100,100,1000,9,9,2589960,3867780,4818611
14,100,100,1000,9,10,2684179,3872466,6409224
14,100,100,1000,9,11,2685815,4425490,10525749
14,100,100,1000,9,12,2815594,4056440,7306872
14,100,100,1000,9,13,81159,92624,100159
14,100,100,1000,9,14,10841,12369,14301
14,100,100,1000,9,15,10328,12028,14344
14,100,100,1000,9,16,10213,11588,13499
14,100,100,1000,9,17,10869,11894,14715
14,100,100,1000,10,0,43011,50258,57189
14,100,100,1000,10,1,9232,10341,16239
14,100,100,1000,10,2,8632,10104,18116
14,100,100,1000,10,3,2427446,3322791,6593784
14,100,100,1000,10,4,2423684,3247048,6316404
14,100,100,1000,10,5,8405,9285,9900
14,100,100,1000,10,6,2444001,3118256,4487415
14,100,100,1000,10,7,8769,9330,10265
14,100,100,1000,10,8,2457880,3393885,6551907
14,100,100,1000,10,9,2434327,3515038,6378236
14,100,100,1000,10,10,2443588,4114484,7022193
14,100,100,1000,10,11,2427907,3027781,3802982
14,100,100,1000,10,12,2471776,2766207,3370686
14,100,100,1000,10,13,85357,88377,97419
14,100,100,1000,10,14,9497,10694,17526
14,100,100,1000,10,15,9615,10209,12205
14,100,100,1000,10,16,9123,10022,11577
14,100,100,1000,10,17,9700,11063,19248
14,100,100,1000,11,0,42265,52680,56283
14,100,100,1000,11,1,8606,10038,15745
14,100,100,1000,11,2,8006,8748,11599
14,100,100,1000,11,3,2306758,2859302,3575827
14,100,100,1000,11,4,2309495,4469144,7960019
14,100,100,1000,11,5,7877,8482,9683
14,100,100,1000,11,6,2330799,3143472,5348961
14,100,100,1000,11,7,8360,9088,9937
14,100,100,1000,11,8,2292804,2972628,3919069
14,100,100,1000,11,9,2404877,3959991,5898995
14,100,100,1000,11,10,2327520,3227958,5950550
14,100,100,1000,11,11,2348919,3781940,7074483
14,100,100,1000,11,12,2299434,3843384,7680204
14,100,100,1000,11,13,86170,90486,96610
14,100,100,1000,11,14,9334,11648,16208
14,100,100,1000,11,15,9202,10001,15659
14,100,100,1000,11,16,9031,9959,14085
14,100,100,1000,11,17,9079,9707,11848
14,100,100,1000,12,0,49115,51518,53562
14,100,100,1000,12,1,7993,10823,14865
14,100,100,1000,12,2,7686,10532,13796
14,100,100,1000,12,3,2522107,6214811,10492803
14,100,100,1000,12,4,2491910,4914777,9348754
14,100,100,1000,12,5,7259,8942,15076
14,100,100,1000,12,6,2529087,4944415,7878928
14,100,100,1000,12,7,7868,11049,16654
14,100,100,1000,12,8,2437648,4297498,8262098
14,100,100,1000,12,9,2428790,3704513,6179952
14,100,100,1000,12,10,2819544,6576768,14968081
14,100,100,1000,12,11,2482063,4108542,6736901
14,100,100,1000,12,12,2445208,4506499,6747450
14,100,100,1000,12,13,89785,107309,120665
14,100,100,1000,12,14,8351,11702,15535
14,100,100,1000,12,15,7829,10872,15204
14,100,100,1000,12,16,28625,30408,36162
14,100,100,1000,12,17,7501,10421,13852
15,100,1000,10,1,0,2162,2599,4779
15,100,1000,10,1,1,3384,4100,7500
15,100,1000,10,1,2,3243,4074,7672
15,100,1000,10,1,3,26967,31218,48772
15,100,1000,10,1,4,29496,34013,56143
15,100,1000,10,1,5,3155,3836,6670
15,100,1000,10,1,6,26440,31720,50938
15,100,1000,10,1,7,3391,3937,7112
15,100,1000,10,1,8,27252,29817,35776
15,100,1000,10,1,9,27345,29845,38634
15,100,1000,10,1,10,27366,29106,31723
15,100,1000,10,1,11,25991,28824,33485
15,100,1000,10,1,12,28806,30686,32395
15,100,1000,10,1,13,1383,1520,1684
15,100,1000,10,1,14,1468,1587,1775
15,100,1000,10,1,15,1469,1576,1716
15,100,1000,10,1,16,1551,1679,1758
15,100,1000,10,1,17,1451,1714,2819
15,100,1000,10,2,0,2292,2707,3636
15,100,1000,10,2,1,1748,2608,3871
15,100,1000,10,2,2,1932,3158,4501
15,100,1000,10,2,3,63771,95476,124985
15,100,1000,10,2,4,50401,82949,122594
15,100,1000,10,2,5,1774,2766,3733
15,100,1000,10,2,6,61323,90562,122059
15,100,1000,10,2,7,1572,2259,3789
15,100,1000,10,2,8,71016,91186,105282
15,100,1000,10,2,9,57478,93924,109753
15,100,1000,10,2,10,78078,95381,106783
15,100,1000,10,2,11,64986,87284,109914
15,100,1000,10,2,12,82490,96834,113043
15,100,1000,10,2,13,1533,2169,3120
15,100,1000,10,2,14,764,986,1654
15,100,1000,10,2,15,786,917,1657
15,100,1000,10,2,16,783,941,1686
15,100,1000,10,2,17,778,937,1736
15,100,1000,10,3,0,2139,2767,3754
15,100,1000,10,3,1,1085,1589,2386
15,100,1000,10,3,2,1263,1719,2568
15,100,1000,10,3,3,126342,142860,172300
15,100,1000,10,3,4,117560,137979,164888
15,100,1000,10,3,5,979,1543,2285
15,100,1000,10,3,6,117190,139166,159819
15,100,1000,10,3,7,966,1844,2588
15,100,1000,10,3,8,120919,138044,161642
15,100,1000,10,3,9,111612,133648,157925
15,100,1000,10,3,10,120320,142750,164416
15,100,1000,10,3,11,116142,139665,172889
15,100,1000,10,3,12,108952,134290,164075
15,100,1000,10,3,13,1345,2301,2721
15,100,1000,10,3,14,504,834,1001
15,100,1000,10,3,15,590,926,1205
15,100,1000,10,3,16,516,853,1070
15,100,1000,10,3,17,516,824,1042
15,100,1000,10,4,0,2144,2999,4529
15,100,1000,10,4,1,1104,1664,1917
15,100,1000,10,4,2,1419,1950,2430
15,100,1000,10,4,3,141809,172277,207402
15,100,1000,10,4,4,135215,165161,193523
15,100,1000,10,4,5,1283,1702,1939
15,100,1000,10,4,6,143612,168907,201539
15,100,1000,10,4,7,794,1529,1926
15,100,1000,10,4,8,136090,165543,202786
15,100,1000,10,4,9,129149,158172,182793
15,100,1000,10,4,10,141245,173570,203314
15,100,1000,10,4,11,137038,170857,202505
15,100,1000,10,4,12,135265,172966,202549
15,100,1000,10,4,13,2213,2686,3096
15,100,1000,10,4,14,418,718,813
15,100,1000,10,4,15,560,752,992
15,100,1000,10,4,16,635,752,817
15,100,1000,10,4,17,518,750,879
15,100,1000,10,5,0,2119,3039,3941
15,100,1000,10,5,1,718,1366,1558
15,100,1000,10,5,2,970,1516,1943
15,100,1000,10,5,3,144863,166029,197585
15,100,1000,10,5,4,138648,155777,187692
15,100,1000,10,5,5,664,1233,1442
15,100,1000,10,5,6,143557,164652,198320
15,100,1000,10,5,7,1244,1446,1754
15,100,1000,10,5,8,140318,163276,193746
15,100,1000,10,5,9,146594,168868,201603
15,100,1000,10,5,10,140447,165326,202190
15,100,1000,10,5,11,143137,159661,193611
15,100,1000,10,5,12,140997,155752,195325
15,100,1000,10,5,13,1442,2468,2876
15,100,1000,10,5,14,301,544,714
15,100,1000,10,5,15,317,545,658
15,100,1000,10,5,16,314,561,651
15,100,1000,10,5,17,322,561,649
15,100,1000,10,6,0,2259,3014,3933
15,100,1000,10,6,1,602,1114,1319
15,100,1000,10,6,2,901,1455,1904
15,100,1000,10,6,3,165197,188361,230578
15,100,1000,10,6,4,147845,176567,216576
15,100,1000,10,6,5,1060,1136,1323
15,100,1000,10,6,6,163824,184361,227441
15,100,1000,10,6,7,1048,1205,1626
15,100,1000,10,6,8,161618,181149,210594
15,100,1000,10,6,9,163495,183932,214109
15,100,1000,10,6,10,160164,179474,209170
15,100,1000,10,6,11,157935,182667,215016
15,100,1000,10,6,12,152769,180943,213839
15,100,1000,10,6,13,2640,2852,3199
15,100,1000,10,6,14,494,532,586
15,100,1000,10,6,15,540,599,657
15,100,1000,10,6,16,517,550,614
15,100,1000,10,6,17,503,532,579
15,100,1000,10,7,0,2327,3447,4363
15,100,1000,10,7,1,1019,1158,1227
15,100,1000,10,7,2,1373,1673,1934
15,100,1000,10,7,3,170929,203255,321647
15,100,1000,10,7,4,165243,193583,262473
15,100,1000,10,7,5,905,1025,1134
15,100,1000,10,7,6,165652,193638,246454
15,100,1000,10,7,7,957,1053,1224
15,100,1000,10,7,8,167241,191689,232880
15,100,1000,10,7,9,167886,191486,216967
15,100,1000,10,7,10,167637,185945,228480
15,100,1000,10,7,11,170374,195439,352286
15,100,1000,10,7,12,164630,185461,259077
15,100,1000,10,7,13,2777,2904,3150
15,100,1000,10,7,14,441,470,506
15,100,1000,10,7,15,563,612,645
15,100,1000,10,7,16,425,466,498
15,100,1000,10,7,17,439,464,525
15,100,1000,10,8,0,2407,3687,4457
15,100,1000,10,8,1,895,1055,1568
15,100,1000,10,8,2,1335,1542,1881
15,100,1000,10,8,3,187045,262762,703186
15,100,1000,10,8,4,180719,356256,1640978
15,100,1000,10,8,5,811,978,1469
15,100,1000,10,8,6,183552,255919,511609
15,100,1000,10,8,7,832,1027,1331
15,100,1000,10,8,8,183186,231492,387144
15,100,1000,10,8,9,178814,223881,313519
15,100,1000,10,8,10,181237,247664,478706
15,100,1000,10,8,11,183306,256127,634236
15,100,1000,10,8,12,177863,228629,337587
15,100,1000,10,8,13,2795,3093,3625
15,100,1000,10,8,14,389,477,817
15,100,1000,10,8,15,547,625,828
