case,n,m,r,threads,version,best,average,worst
6,10,1000,10,7,2,138,184,229
6,10,1000,10,7,3,17378,18617,20785
6,10,1000,10,7,4,15052,17109,18548
6,10,1000,10,7,5,102,115,125
6,10,1000,10,7,6,16322,17581,18582
6,10,1000,10,7,7,128,142,161
6,10,1000,10,7,8,15920,16799,18197
6,10,1000,10,7,9,15727,16903,18178
6,10,1000,10,7,10,15307,16816,18153
6,10,1000,10,7,11,16407,17156,18302
6,10,1000,10,7,12,15839,17095,18493
6,10,1000,10,7,13,280,294,309
6,10,1000,10,7,14,40,57,62
6,10,1000,10,7,15,43,59,77
6,10,1000,10,7,16,40,59,67
6,10,1000,10,7,17,45,48,50
6,10,1000,10,8,0,233,334,401
6,10,1000,10,8,1,127,145,163
6,10,1000,10,8,2,163,186,218
6,10,1000,10,8,3,18632,19318,21374
6,10,1000,10,8,4,17106,18473,20474
6,10,1000,10,8,5,91,99,109
6,10,1000,10,8,6,16880,18595,21750
6,10,1000,10,8,7,81,133,187
6,10,1000,10,8,8,16223,17013,17936
6,10,1000,10,8,9,16140,17248,18368
6,10,1000,10,8,10,15340,16825,18262
6,10,1000,10,8,11,17125,18364,19505
6,10,1000,10,8,12,15510,16528,17631
6,10,1000,10,8,13,275,294,312
6,10,1000,10,8,14,36,55,59
6,10,1000,10,8,15,55,62,110
6,10,1000,10,8,16,57,58,62
6,10,1000,10,8,17,40,42,45
6,10,1000,10,9,0,383,418,501
6,10,1000,10,9,1,123,150,182
6,10,1000,10,9,2,178,193,224
6,10,1000,10,9,3,26967,36001,54828
6,10,1000,10,9,4,25323,33411,52248
6,10,1000,10,9,5,100,128,240
6,10,1000,10,9,6,25952,33278,46991
6,10,1000,10,9,7,122,154,176
6,10,1000,10,9,8,24062,29051,36109
6,10,1000,10,9,9,23975,30080,46324
6,10,1000,10,9,10,24857,28403,36638
6,10,1000,10,9,11,25499,29745,37157
6,10,1000,10,9,12,23152,28995,40062
6,10,1000,10,9,13,296,320,360
6,10,1000,10,9,14,56,61,68
6,10,1000,10,9,15,58,67,93
6,10,1000,10,9,16,52,60,64
6,10,1000,10,9,17,39,47,87
6,10,1000,10,10,0,386,412,429
6,10,1000,10,10,1,91,103,142
6,10,1000,10,10,2,168,200,230
6,10,1000,10,10,3,28958,33272,39539
6,10,1000,10,10,4,27500,34505,50155
6,10,1000,10,10,5,93,113,149
6,10,1000,10,10,6,27811,34348,41564
6,10,1000,10,10,7,97,117,165
6,10,1000,10,10,8,28466,39845,74930
6,10,1000,10,10,9,28169,32307,35457
6,10,1000,10,10,10,24388,30650,36185
6,10,1000,10,10,11,23708,31367,41737
6,10,1000,10,10,12,25894,30556,38681
6,10,1000,10,10,13,301,337,390
6,10,1000,10,10,14,37,55,79
6,10,1000,10,10,15,37,52,82
6,10,1000,10,10,16,35,39,44
6,10,1000,10,10,17,37,38,42
6,10,1000,10,11,0,382,406,454
6,10,1000,10,11,1,85,105,155
6,10,1000,10,11,2,176,192,216
6,10,1000,10,11,3,22735,31145,52556
6,10,1000,10,11,4,22256,26991,49675
6,10,1000,10,11,5,83,104,154
6,10,1000,10,11,6,22754,26527,42157
6,10,1000,10,11,7,87,114,206
6,10,1000,10,11,8,24762,29567,44210
6,10,1000,10,11,9,24485,26867,31769
6,10,1000,10,11,10,24269,27807,44607
6,10,1000,10,11,11,21708,26010,46109
6,10,1000,10,11,12,24435,29431,54937
6,10,1000,10,11,13,299,347,525
6,10,1000,10,11,14,35,42,68
6,10,1000,10,11,15,34,46,107
6,10,1000,10,11,16,34,44,82
6,10,1000,10,11,17,32,42,76
6,10,1000,10,12,0,381,396,416
6,10,1000,10,12,1,87,96,114
6,10,1000,10,12,2,182,197,215
6,10,1000,10,12,3,22449,24927,35455
6,10,1000,10,12,4,22482,26229,38512
6,10,1000,10,12,5,78,94,139
6,10,1000,10,12,6,23297,26467,39456
6,10,1000,10,12,7,84,103,121
6,10,1000,10,12,8,25075,26197,28368
6,10,1000,10,12,9,25775,29909,41201
6,10,1000,10,12,10,25301,28755,43172
6,10,1000,10,12,11,21791,24116,32270
6,10,1000,10,12,12,25578,26978,29833
6,10,1000,10,12,13,304,362,587
6,10,1000,10,12,14,36,38,42
6,10,1000,10,12,15,35,39,69
6,10,1000,10,12,16,35,40,71
6,10,1000,10,12,17,32,42,61
7,10,1000,100,1,0,2625,3076,4832
7,10,1000,100,1,1,3980,4568,7246
7,10,1000,100,1,2,3830,4373,6895
7,10,1000,100,1,3,28603,32367,46232
7,10,1000,100,1,4,28836,35832,58702
7,10,1000,100,1,5,3647,4522,7427
7,10,1000,100,1,6,26959,33021,49295
7,10,1000,100,1,7,4034,4656,8068
7,10,1000,100,1,8,27880,32773,37149
7,10,1000,100,1,9,27452,31934,40035
7,10,1000,100,1,10,26863,30557,34920
7,10,1000,100,1,11,27700,30270,31686
7,10,1000,100,1,12,30028,33088,36852
7,10,1000,100,1,13,1736,2043,2633
7,10,1000,100,1,14,1781,2045,2224
7,10,1000,100,1,15,1846,2083,2405
7,10,1000,100,1,16,1852,2086,2454
7,10,1000,100,1,17,1891,2020,2150
7,10,1000,100,2,0,2316,3210,5428
7,10,1000,100,2,1,1745,2395,4348
7,10,1000,100,2,2,1741,2417,4362
7,10,1000,100,2,3,65933,87471,114096
7,10,1000,100,2,4,64864,82078,107998
7,10,1000,100,2,5,1636,2274,4171
7,10,1000,100,2,6,67062,86058,103544
7,10,1000,100,2,7,1692,2238,3807
7,10,1000,100,2,8,57482,80199,104672
7,10,1000,100,2,9,66088,82349,104376
7,10,1000,100,2,10,65338,81857,96267
7,10,1000,100,2,11,51624,83407,107868
7,10,1000,100,2,12,60706,76380,96643
7,10,1000,100,2,13,1597,2415,3366
7,10,1000,100,2,14,875,1299,1891
7,10,1000,100,2,15,868,1459,2220
7,10,1000,100,2,16,851,1343,1822
7,10,1000,100,2,17,877,1399,1885
7,10,1000,100,3,0,2542,3041,4129
7,10,1000,100,3,1,1456,2117,3094
7,10,1000,100,3,2,1165,2054,3033
7,10,1000,100,3,3,125328,151471,198840
7,10,1000,100,3,4,116634,142508,176985
7,10,1000,100,3,5,1088,1837,2894
7,10,1000,100,3,6,123208,145835,191309
7,10,1000,100,3,7,1327,2040,3326
7,10,1000,100,3,8,107711,133175,161169
7,10,1000,100,3,9,123889,149901,171136
7,10,1000,100,3,10,112225,136062,161848
7,10,1000,100,3,11,129471,151346,176133
7,10,1000,100,3,12,119350,142609,183937
7,10,1000,100,3,13,1810,3248,4178
7,10,1000,100,3,14,751,1065,1287
7,10,1000,100,3,15,626,1190,1397
7,10,1000,100,3,16,751,1133,1601
7,10,1000,100,3,17,644,1188,1449
7,10,1000,100,4,0,2719,4042,6569
7,10,1000,100,4,1,1237,2167,2987
7,10,1000,100,4,2,1205,2158,2517
7,10,1000,100,4,3,141780,192519,303738
7,10,1000,100,4,4,131388,169536,254314
7,10,1000,100,4,5,868,1878,2407
7,10,1000,100,4,6,125506,163864,205434
7,10,1000,100,4,7,1206,1914,2683
7,10,1000,100,4,8,127355,158158,201069
7,10,1000,100,4,9,139027,169511,211438
7,10,1000,100,4,10,129711,157499,210268
7,10,1000,100,4,11,138231,169798,217872
7,10,1000,100,4,12,124553,184469,290642
7,10,1000,100,4,13,2163,3494,4475
7,10,1000,100,4,14,642,994,1439
7,10,1000,100,4,15,504,1028,1455
7,10,1000,100,4,16,605,966,1400
7,10,1000,100,4,17,533,957,1448
7,10,1000,100,5,0,2735,4521,5762
7,10,1000,100,5,1,1523,1754,1939
7,10,1000,100,5,2,1180,1909,2637
7,10,1000,100,5,3,149435,213331,331448
7,10,1000,100,5,4,141940,205451,373598
7,10,1000,100,5,5,1317,1554,1980
7,10,1000,100,5,6,143648,210794,293572
7,10,1000,100,5,7,1493,1856,2306
7,10,1000,100,5,8,151034,214470,282511
7,10,1000,100,5,9,148383,225317,307233
7,10,1000,100,5,10,152945,232145,364193
7,10,1000,100,5,11,167970,268535,403153
7,10,1000,100,5,12,151592,236575,362734
7,10,1000,100,5,13,3482,3978,4275
7,10,1000,100,5,14,759,867,940
7,10,1000,100,5,15,823,970,1086
7,10,1000,100,5,16,744,825,923
7,10,1000,100,5,17,757,880,990
7,10,1000,100,6,0,2877,4686,6092
7,10,1000,100,6,1,1625,1857,2328
7,10,1000,100,6,2,1500,1771,2263
7,10,1000,100,6,3,170995,283217,439662
7,10,1000,100,6,4,199842,281950,411427
7,10,1000,100,6,5,1470,1711,1885
7,10,1000,100,6,6,161448,259547,377167
7,10,1000,100,6,7,1418,2103,3318
7,10,1000,100,6,8,172276,257399,394691
7,10,1000,100,6,9,166777,256229,387329
7,10,1000,100,6,10,177319,229313,345081
7,10,1000,100,6,11,192980,274261,392180
7,10,1000,100,6,12,174362,246919,367149
7,10,1000,100,6,13,3548,4251,5166
7,10,1000,100,6,14,783,858,998
7,10,1000,100,6,15,673,853,1077
7,10,1000,100,6,16,435,813,1047
7,10,1000,100,6,17,653,841,1068
7,10,1000,100,7,0,2734,4992,6932
7,10,1000,100,7,1,1458,2192,4917
7,10,1000,100,7,2,1357,1628,2648
7,10,1000,100,7,3,182402,351011,1177344
7,10,1000,100,7,4,166828,295493,903806
7,10,1000,100,7,5,1215,1439,1752
7,10,1000,100,7,6,179274,235154,326034
7,10,1000,100,7,7,1346,1647,1896
7,10,1000,100,7,8,168673,257614,545083
7,10,1000,100,7,9,180622,553947,3512096
7,10,1000,100,7,10,174609,260272,461718
7,10,1000,100,7,11,176197,274933,481737
7,10,1000,100,7,12,169582,255500,402764
7,10,1000,100,7,13,3530,4576,6779
7,10,1000,100,7,14,442,1002,2189
7,10,1000,100,7,15,595,909,1802
7,10,1000,100,7,16,430,955,2019
7,10,1000,100,7,17,662,899,1485
7,10,1000,100,8,0,2783,4342,5105
7,10,1000,100,8,1,842,1506,1831
7,10,1000,100,8,2,1217,1386,1594
7,10,1000,100,8,3,185347,240459,302133
7,10,1000,100,8,4,179423,231442,368025
7,10,1000,100,8,5,1089,1224,1448
7,10,1000,100,8,6,177957,215871,312245
7,10,1000,100,8,7,1384,1527,1855
7,10,1000,100,8,8,158799,199658,263320
7,10,1000,100,8,9,183477,218459,280828
7,10,1000,100,8,10,169460,192124,230742
7,10,1000,100,8,11,183222,241870,490171
7,10,1000,100,8,12,166163,239467,450218
7,10,1000,100,8,13,3843,4334,5291
7,10,1000,100,8,14,725,823,955
7,10,1000,100,8,15,620,658,706
7,10,1000,100,8,16,730,863,1396
7,10,1000,100,8,17,567,687,836
7,10,1000,100,9,0,3077,4729,5428
7,10,1000,100,9,1,908,1436,1993
7,10,1000,100,9,2,1143,1428,2047
7,10,1000,100,9,3,257563,297678,398168
7,10,1000,100,9,4,252120,286975,389116
7,10,1000,100,9,5,998,1104,1319
7,10,1000,100,9,6,259325,296705,399783
7,10,1000,100,9,7,997,1505,1827
7,10,1000,100,9,8,230162,305217,691592
7,10,1000,100,9,9,257023,333526,601854
7,10,1000,100,9,10,230243,296154,590797
7,10,1000,100,9,11,258325,311306,406320
7,10,1000,100,9,12,233648,276584,321122
7,10,1000,100,9,13,3665,4300,5258
7,10,1000,100,9,14,448,764,828
7,10,1000,100,9,15,515,579,645
7,10,1000,100,9,16,435,729,810
7,10,1000,100,9,17,514,592,681
7,10,1000,100,10,0,3956,4943,5922
7,10,1000,100,10,1,904,1141,1794
7,10,1000,100,10,2,1183,1358,1692
7,10,1000,100,10,3,246679,336272,588928
7,10,1000,100,10,4,243704,326179,657396
7,10,1000,100,10,5,814,1095,1827
7,10,1000,100,10,6,243209,434952,1322353
7,10,1000,100,10,7,841,1096,2461
7,10,1000,100,10,8,243254,479096,2279109
7,10,1000,100,10,9,242996,294999,394223
7,10,1000,100,10,10,241810,281984,365875
7,10,1000,100,10,11,240996,304831,454189
7,10,1000,100,10,12,244781,345525,617452
7,10,1000,100,10,13,3756,4783,8320
7,10,1000,100,10,14,426,515,746
7,10,1000,100,10,15,501,593,826
7,10,1000,100,10,16,415,488,834
7,10,1000,100,10,17,420,530,853
7,10,1000,100,11,0,4730,4940,5270
7,10,1000,100,11,1,857,1032,1539
7,10,1000,100,11,2,1178,1294,1434
7,10,1000,100,11,3,231995,343295,594376
7,10,1000,100,11,4,235826,347955,656521
7,10,1000,100,11,5,840,1167,1782
7,10,1000,100,11,6,229203,336821,457553
7,10,1000,100,11,7,809,1017,1904
7,10,1000,100,11,8,253751,346817,436102
7,10,1000,100,11,9,225944,347218,672149
7,10,1000,100,11,10,258772,325803,506376
7,10,1000,100,11,11,227073,358266,977402
7,10,1000,100,11,12,250674,336995,545813
7,10,1000,100,11,13,3884,4713,7232
7,10,1000,100,11,14,416,498,871
7,10,1000,100,11,15,475,566,778
7,10,1000,100,11,16,396,553,968
7,10,1000,100,11,17,473,534,791
7,10,1000,100,12,0,4636,4904,5288
7,10,1000,100,12,1,861,1044,1728
7,10,1000,100,12,2,1054,1330,1782
7,10,1000,100,12,3,241728,406482,859352
7,10,1000,100,12,4,239301,735409,3376771
7,10,1000,100,12,5,780,1045,1833
7,10,1000,100,12,6,230081,508645,1431041
7,10,1000,100,12,7,821,985,1435
7,10,1000,100,12,8,266248,367697,641595
7,10,1000,100,12,9,232291,475911,1187483
7,10,1000,100,12,10,270770,317092,446274
7,10,1000,100,12,11,223431,313690,878031
7,10,1000,100,12,12,259845,321511,454733
7,10,1000,100,12,13,3895,4841,8150
7,10,1000,100,12,14,425,447,495
7,10,1000,100,12,15,434,514,732
7,10,1000,100,12,16,414,426,452
7,10,1000,100,12,17,438,532,896
8,10,1000,1000,1,0,35720,43141,69303
8,10,1000,1000,1,1,53345,68150,116936
8,10,1000,1000,1,2,50265,62040,78501
8,10,1000,1000,1,3,269564,305176,345830
8,10,1000,1000,1,4,299153,331167,379025
8,10,1000,1000,1,5,51467,61009,85021
8,10,1000,1000,1,6,286479,314223,362779
8,10,1000,1000,1,7,51673,63889,87905
8,10,1000,1000,1,8,283349,311724,355693
8,10,1000,1000,1,9,286368,321253,355351
8,10,1000,1000,1,10,280655,327586,379336
8,10,1000,1000,1,11,284184,317610,358953
8,10,1000,1000,1,12,299901,336963,388939
8,10,1000,1000,1,13,22676,27700,44406
8,10,1000,1000,1,14,22904,26888,35891
8,10,1000,1000,1,15,23021,27588,33396
8,10,1000,1000,1,16,22517,27201,34593
8,10,1000,1000,1,17,23762,27195,33627
8,10,1000,1000,2,0,35516,47429,72379
8,10,1000,1000,2,1,27823,36755,52391
8,10,1000,1000,2,2,26371,38101,50889
8,10,1000,1000,2,3,793550,986414,1354209
8,10,1000,1000,2,4,750992,975377,1410294
8,10,1000,1000,2,5,26871,39173,55547
8,10,1000,1000,2,6,795808,960987,1300520
8,10,1000,1000,2,7,27409,42628,60410
8,10,1000,1000,2,8,784934,880924,1056010
8,10,1000,1000,2,9,797140,869931,995248
8,10,1000,1000,2,10,780091,860727,977244
8,10,1000,1000,2,11,789274,869913,1026516
8,10,1000,1000,2,12,790913,888946,1078807
8,10,1000,1000,2,13,24013,28754,39702
8,10,1000,1000,2,14,13010,16767,27070
8,10,1000,1000,2,15,12590,14702,21450
8,10,1000,1000,2,16,12636,15862,24454
8,10,1000,1000,2,17,12293,15710,21761
8,10,1000,1000,3,0,39956,50413,62027
8,10,1000,1000,3,1,23229,34645,43819
8,10,1000,1000,3,2,19982,28762,51552
8,10,1000,1000,3,3,1293608,1480056,1680509
8,10,1000,1000,3,4,1271224,1431363,1895666
8,10,1000,1000,3,5,18697,25050,34229
8,10,1000,1000,3,6,1248810,1387120,1581757
8,10,1000,1000,3,7,23324,30831,39262
8,10,1000,1000,3,8,1198022,1344763,1634105
8,10,1000,1000,3,9,1301740,1461899,1640470
8,10,1000,1000,3,10,1168984,1330768,1651165
8,10,1000,1000,3,11,1313477,1538613,1832779
8,10,1000,1000,3,12,1173413,1384332,1811712
8,10,1000,1000,3,13,28044,42355,63001
8,10,1000,1000,3,14,10657,14623,19293
8,10,1000,1000,3,15,9071,14259,24848
8,10,1000,1000,3,16,10200,14637,21260
8,10,1000,1000,3,17,8941,16040,23764
8,10,1000,1000,4,0,37363,52094,90728
8,10,1000,1000,4,1,19547,26785,37026
8,10,1000,1000,4,2,13763,21111,33965
8,10,1000,1000,4,3,1416767,1598496,1935161
8,10,1000,1000,4,4,1317998,1481640,1676394
8,10,1000,1000,4,5,15758,26346,33930
8,10,1000,1000,4,6,1289857,1487888,1701096
8,10,1000,1000,4,7,18479,27682,34303
8,10,1000,1000,4,8,1287147,1423155,1593985
8,10,1000,1000,4,9,1352784,1501241,1768384
8,10,1000,1000,4,10,1276055,1416556,1560871
8,10,1000,1000,4,11,1372031,1601367,1926399
8,10,1000,1000,4,12,1299644,1545808,2278775
8,10,1000,1000,4,13,27451,41802,58241
8,10,1000,1000,4,14,8287,12721,16166
8,10,1000,1000,4,15,7033,17924,35006
8,10,1000,1000,4,16,7973,16061,28270
8,10,1000,1000,4,17,6973,11910,26637
8,10,1000,1000,5,0,38421,58351,80544
8,10,1000,1000,5,1,15519,25032,32828
8,10,1000,1000,5,2,13297,23040,30793
8,10,1000,1000,5,3,1524501,1681658,2018633
8,10,1000,1000,5,4,1408461,1617144,2052509
8,10,1000,1000,5,5,16681,25418,31790
8,10,1000,1000,5,6,1416798,1770175,3342487
8,10,1000,1000,5,7,12790,25394,31255
8,10,1000,1000,5,8,1476332,2098973,6065919
8,10,1000,1000,5,9,1488365,1729729,2074697
8,10,1000,1000,5,10,1448532,1828260,2857987
8,10,1000,1000,5,11,1438316,1695751,2286097
8,10,1000,1000,5,12,1427822,1655225,2179432
8,10,1000,1000,5,13,42767,57112,73701
8,10,1000,1000,5,14,7777,16972,30807
8,10,1000,1000,5,15,5731,13589,29357
8,10,1000,1000,5,16,5824,13768,24667
8,10,1000,1000,5,17,6270,14991,27056
8,10,1000,1000,6,0,51660,67950,91753
8,10,1000,1000,6,1,15293,26831,32989
8,10,1000,1000,6,2,23405,26621,30742
8,10,1000,1000,6,3,1832765,2160247,2725623
8,10,1000,1000,6,4,1718774,2050597,3194433
8,10,1000,1000,6,5,21843,25820,29087
8,10,1000,1000,6,6,1717247,2038762,2859207
8,10,1000,1000,6,7,26732,30071,35331
8,10,1000,1000,6,8,1692932,2026829,2951352
8,10,1000,1000,6,9,1780871,2010092,2335184
8,10,1000,1000,6,10,1696100,1964296,2388415
8,10,1000,1000,6,11,1773681,2062977,2494855
8,10,1000,1000,6,12,1686706,1944922,2195694
8,10,1000,1000,6,13,56775,70646,85971
8,10,1000,1000,6,14,12854,16115,22740
8,10,1000,1000,6,15,12520,17571,25690
8,10,1000,1000,6,16,14281,20329,28697
8,10,1000,1000,6,17,11089,17237,24411
8,10,1000,1000,7,0,55867,79780,110819
8,10,1000,1000,7,1,16997,28024,34948
8,10,1000,1000,7,2,18576,22834,27344
8,10,1000,1000,7,3,2010580,2372576,2961980
8,10,1000,1000,7,4,1839134,2352637,4958049
8,10,1000,1000,7,5,21708,24264,27401
8,10,1000,1000,7,6,1859047,2147424,2517199
8,10,1000,1000,7,7,23805,28876,33082
8,10,1000,1000,7,8,1801227,2187453,3784144
8,10,1000,1000,7,9,1898417,2280059,2896641
8,10,1000,1000,7,10,1773242,1977607,2225166
8,10,1000,1000,7,11,1872541,2099126,2503308
8,10,1000,1000,7,12,1760891,2410796,5719235
8,10,1000,1000,7,13,69695,94559,113618
8,10,1000,1000,7,14,14279,18650,26829
8,10,1000,1000,7,15,13507,19160,21719
8,10,1000,1000,7,16,12270,17122,22021
8,10,1000,1000,7,17,10813,17328,20991
8,10,1000,1000,8,0,42688,72662,110781
8,10,1000,1000,8,1,26534,29841,34126
8,10,1000,1000,8,2,20861,21663,23149
8,10,1000,1000,8,3,2798264,3354949,3667233
8,10,1000,1000,8,4,2294740,3401748,5765524
8,10,1000,1000,8,5,20181,21839,23953
8,10,1000,1000,8,6,2425890,3227705,5874819
8,10,1000,1000,8,7,21386,29375,34200
8,10,1000,1000,8,8,2277704,2503742,3028011
8,10,1000,1000,8,9,2633976,3770457,4644218
8,10,1000,1000,8,10,2216946,2811498,4521514
8,10,1000,1000,8,11,2403742,2838530,3523809
8,10,1000,1000,8,12,2091706,2528921,3077054
8,10,1000,1000,8,13,83676,95112,104602
8,10,1000,1000,8,14,13596,16839,21311
8,10,1000,1000,8,15,12706,17071,26465
8,10,1000,1000,8,16,13580,18086,28687
8,10,1000,1000,8,17,12314,17929,24373
8,10,1000,1000,9,0,62515,82533,95571
8,10,1000,1000,9,1,21113,29618,34975
8,10,1000,1000,9,2,18187,20795,25239
8,10,1000,1000,9,3,3596381,4202118,4712861
8,10,1000,1000,9,4,3454134,4930238,7751330
8,10,1000,1000,9,5,19376,21578,24110
8,10,1000,1000,9,6,3549578,4118907,5214803
8,10,1000,1000,9,7,26896,31168,33451
8,10,1000,1000,9,8,3167918,4164075,7466330
8,10,1000,1000,9,9,3501840,4477934,7184591
8,10,1000,1000,9,10,3067251,3884591,6443221
8,10,1000,1000,9,11,3464229,4301217,4964803
8,10,1000,1000,9,12,3325776,4687285,9664558
8,10,1000,1000,9,13,102549,123973,147699
8,10,1000,1000,9,14,14221,17243,21060
8,10,1000,1000,9,15,12361,15247,17524
8,10,1000,1000,9,16,15247,17939,20787
8,10,1000,1000,9,17,12814,15792,17597
8,10,1000,1000,10,0,61568,80215,104917
8,10,1000,1000,10,1,17940,20355,22572
8,10,1000,1000,10,2,17287,19739,22045
8,10,1000,1000,10,3,3985119,5250830,7861890
8,10,1000,1000,10,4,3681568,5270182,8965733
8,10,1000,1000,10,5,16701,18812,21272
8,10,1000,1000,10,6,3626314,4590914,5841823
8,10,1000,1000,10,7,18506,20729,30192
8,10,1000,1000,10,8,4048902,5448657,8115111
8,10,1000,1000,10,9,3787607,4716097,7559006
8,10,1000,1000,10,10,4461550,5658619,9834167
8,10,1000,1000,10,11,3820476,4918444,8219371
8,10,1000,1000,10,12,3860315,5223957,6574118
8,10,1000,1000,10,13,124628,135027,152544
8,10,1000,1000,10,14,14136,14923,15733
8,10,1000,1000,10,15,14234,14818,15445
8,10,1000,1000,10,16,13997,14509,15283
8,10,1000,1000,10,17,14264,14730,15732
8,10,1000,1000,11,0,72967,89480,117553
8,10,1000,1000,11,1,17938,23177,33502
8,10,1000,1000,11,2,15970,20837,27203
8,10,1000,1000,11,3,4197486,6320795,9702215
8,10,1000,1000,11,4,3929677,7097778,13648975
8,10,1000,1000,11,5,15876,17903,20541
8,10,1000,1000,11,6,4064951,6258889,7517256
8,10,1000,1000,11,7,18580,20481,24111
8,10,1000,1000,11,8,3781080,4995646,8132187
8,10,1000,1000,11,9,3925158,7220464,12911052
8,10,1000,1000,11,10,3780412,5026006,8566757
8,10,1000,1000,11,11,3873246,6705822,12129490
8,10,1000,1000,11,12,3966195,5343572,8254614
8,10,1000,1000,11,13,141769,156540,227526
8,10,1000,1000,11,14,14458,17262,26598
8,10,1000,1000,11,15,13278,15193,19466
8,10,1000,1000,11,16,14190,16096,23012
8,10,1000,1000,11,17,12968,15861,21429
8,10,1000,1000,12,0,69579,92215,122646
8,10,1000,1000,12,1,17491,22391,31987
8,10,1000,1000,12,2,22259,24690,32739
8,10,1000,1000,12,3,8750414,10971879,17702272
8,10,1000,1000,12,4,8857878,10495519,13162430
8,10,1000,1000,12,5,15563,22217,25101
8,10,1000,1000,12,6,9488343,11102063,14113784
8,10,1000,1000,12,7,19727,25250,36138
8,10,1000,1000,12,8,3784520,5290619,8601363
8,10,1000,1000,12,9,8858100,10290367,14275839
8,10,1000,1000,12,10,3756760,4792479,5481599
8,10,1000,1000,12,11,8985128,10820817,13211421
8,10,1000,1000,12,12,3890339,4983931,6214886
8,10,1000,1000,12,13,140792,162549,186045
8,10,1000,1000,12,14,14376,16271,19976
8,10,1000,1000,12,15,12793,15718,22359
8,10,1000,1000,12,16,13733,15038,17084
8,10,1000,1000,12,17,12817,15422,18774
9,100,10,10,1,0,40,44,47
9,100,10,10,1,1,57,62,67
9,100,10,10,1,2,55,61,68
9,100,10,10,1,3,419,472,500
9,100,10,10,1,4,508,566,598
9,100,10,10,1,5,63,70,79
9,100,10,10,1,6,438,497,530
9,100,10,10,1,7,95,106,130
9,100,10,10,1,8,789,855,955
9,100,10,10,1,9,787,841,883
9,100,10,10,1,10,820,879,962
9,100,10,10,1,11,705,763,830
9,100,10,10,1,12,523,568,633
9,100,10,10,1,13,314,333,364
9,100,10,10,1,14,396,416,444
9,100,10,10,1,15,399,417,458
9,100,10,10,1,16,442,471,509
9,100,10,10,1,17,401,420,456
9,100,10,10,2,0,40,42,48
9,100,10,10,2,1,31,36,55
9,100,10,10,2,2,36,39,49
9,100,10,10,2,3,548,1654,1967
9,100,10,10,2,4,544,1535,1837
9,100,10,10,2,5,34,38,44
9,100,10,10,2,6,513,1370,1715
9,100,10,10,2,7,51,56,62
9,100,10,10,2,8,586,854,1067
9,100,10,10,2,9,583,892,1140
9,100,10,10,2,10,621,949,1135
9,100,10,10,2,11,551,987,1217
9,100,10,10,2,12,503,1350,1725
9,100,10,10,2,13,345,368,434
9,100,10,10,2,14,212,224,266
9,100,10,10,2,15,217,230,263
9,100,10,10,2,16,217,234,278
9,100,10,10,2,17,207,226,259
9,100,10,10,3,0,22,29,41
9,100,10,10,3,1,13,23,39
9,100,10,10,3,2,20,27,36
9,100,10,10,3,3,1333,1501,1595
9,100,10,10,3,4,1324,1518,1722
9,100,10,10,3,5,15,21,28
9,100,10,10,3,6,1382,1665,1902
9,100,10,10,3,7,21,28,36
9,100,10,10,3,8,1316,1501,1587
9,100,10,10,3,9,1297,1469,1576
9,100,10,10,3,10,1342,1497,1570
9,100,10,10,3,11,1386,1529,1745
9,100,10,10,3,12,1389,1580,1746
9,100,10,10,3,13,213,259,392
9,100,10,10,3,14,78,104,166
9,100,10,10,3,15,97,118,188
9,100,10,10,3,16,82,105,169
9,100,10,10,3,17,77,104,161
9,100,10,10,4,0,22,25,37
9,100,10,10,4,1,11,20,60
9,100,10,10,4,2,16,22,38
9,100,10,10,4,3,1326,1486,1691
9,100,10,10,4,4,1307,1466,1610
9,100,10,10,4,5,12,17,23
9,100,10,10,4,6,1408,1497,1684
9,100,10,10,4,7,15,24,32
9,100,10,10,4,8,1379,1537,1714
9,100,10,10,4,9,1293,1413,1537
9,100,10,10,4,10,1368,1515,1774
9,100,10,10,4,11,1445,1550,1742
9,100,10,10,4,12,1369,1531,1731
9,100,10,10,4,13,211,309,408
9,100,10,10,4,14,58,91,122
9,100,10,10,4,15,75,104,164
9,100,10,10,4,16,60,94,130
9,100,10,10,4,17,58,92,126
9,100,10,10,5,0,22,28,41
9,100,10,10,5,1,15,20,58
9,100,10,10,5,2,19,21,23
9,100,10,10,5,3,1584,1733,2036
9,100,10,10,5,4,1482,1608,1879
9,100,10,10,5,5,16,17,20
9,100,10,10,5,6,1521,1689,1968
9,100,10,10,5,7,23,25,29
9,100,10,10,5,8,1522,1681,1904
9,100,10,10,5,9,1540,1747,1993
9,100,10,10,5,10,1480,1659,2014
9,100,10,10,5,11,1522,1659,1974
9,100,10,10,5,12,1493,1621,1997
9,100,10,10,5,13,373,389,405
9,100,10,10,5,14,92,96,104
9,100,10,10,5,15,99,104,114
9,100,10,10,5,16,95,98,101
9,100,10,10,5,17,96,105,139
9,100,10,10,6,0,23,36,42
9,100,10,10,6,1,13,15,22
9,100,10,10,6,2,22,23,25
9,100,10,10,6,3,1756,2023,2193
9,100,10,10,6,4,1617,1857,2041
9,100,10,10,6,5,15,16,19
9,100,10,10,6,6,1676,1944,2077
9,100,10,10,6,7,22,24,30
9,100,10,10,6,8,1697,1897,2151
9,100,10,10,6,9,1700,1881,2025
9,100,10,10,6,10,1638,1837,1969
9,100,10,10,6,11,1589,1848,1949
9,100,10,10,6,12,1585,1822,2250
